x1,x2,AnalyticG1,AnalyticG2,SyntheticG1,SyntheticG2,Phi1AtObservation,Phi2AtObservation,ProductPoFAtObservation,AggregateFeasible
0.0871222019887617,0.0961038921668544,-0.60717180682448,0.150499146685926,-0.14121675341428,0.0830501080451697,0.895476511840469,0.206629232525953,0.185031624386614,0
0.17918144943097,0.962378408531567,0.197958365723097,0.0688719407746663,0.170320897915438,0.178953404506838,0.113930944417106,0.0951394240201793,0.0108393244299186,0
0.250914105024112,0.643437968003532,-0.136559392988377,-0.114358374103291,-0.163703715867616,-0.163972817377755,0.891668694796106,0.96029029795724,0.856260796604896,1
0.820812922529425,0.727324542699747,0.25174702074201,-0.650752403031339,0.163220299810599,-0.146521903165678,0.0718496107242503,0.972288801838302,0.0698585719236297,0
0.743968810567747,0.533537447581913,0.0734225783572114,-0.632420421222838,0.164697437134873,-0.0711820830778695,0.401085715667944,0.902164361406171,0.361845238544707,0
0.793776414613663,0.800922485239945,0.334908112886897,-0.591759718170188,0.101465274326509,-0.183381297942797,0.0618582541908122,0.973031207671608,0.0601900117797433,0
0.616850091572909,0.306074090121393,-0.206728048957811,-0.461005683665861,-0.174494883604362,-0.112237444423165,0.925716318868004,0.927106103026455,0.85823724889371,1
0.877883684907,0.623593666631453,0.114662393583503,-0.747816593762206,0.103513260666581,-0.130650873623498,0.183295485148565,0.944591805289747,0.173139413217943,0
0.658164865493382,0.103171000511337,-0.382734025119647,-0.422364633253418,-0.0912511660033865,-0.0571364594291887,0.937250827432361,0.854578320395345,0.800954237896294,1
0.247718970268252,0.270379156109705,-0.509604411369832,-0.0766577181673069,-0.130032453500083,-0.197431475387601,0.949494267870515,0.956418757569862,0.908114127996424,1
0.528929978843113,0.577911475889159,-0.0131648323381121,-0.410708681967277,-0.143207946319375,-0.161077577915024,0.649764379319614,0.972399802799595,0.631830754316594,1
0.347204231986713,0.940148908523809,0.189074208710657,-0.102095796740283,0.0990942936760561,-0.149202169882203,0.11774207672606,0.879925697936413,0.103604279039661,0
0.692195485834348,0.282565654052538,-0.187871784523323,-0.526418871495735,-0.0510528614251059,-0.0530679066893546,0.929547764081824,0.886616925297377,0.824152780507279,1
0.872242993082309,0.23714945162681,-0.267770686562015,-0.686597165883507,-0.166549254341332,-0.103361725293949,0.951772190600188,0.922590583712431,0.878096060887087,1
