ProblemId,Dimension,Replicate,InitialSeed,SolverSeed,EvaluationIndex,IsInitial,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Objective1,Objective2,ConstraintValue,IsFeasible,SelectionSource,SelectionState,AcquisitionSeconds
WELDEDBEAM,4,1,2026073201,2026073301,57,0,0.898451328433021,9.80791658886001,5.07460499337471,4.29190898567806,NaN,NaN,NaN,NaN,NaN,NaN,28.7329123049737,0.00391396432540341,1,1,primary,acquisition,0.0122031
WELDEDBEAM,4,1,2026073201,2026073301,58,0,1.29182883444056,5.61149956621324,2.93013127023576,3.41496904035465,NaN,NaN,NaN,NaN,NaN,NaN,18.4953826579655,0.0255520701760655,1,1,primary,acquisition,0.0118392
WELDEDBEAM,4,1,2026073201,2026073301,59,0,0.555538550530771,7.45979077563037,5.09658471549008,3.48833656572054,NaN,NaN,NaN,NaN,NaN,NaN,18.8771883592329,0.00475354895906374,1,1,challenger,acquisition,0.0126963
WELDEDBEAM,4,1,2026073201,2026073301,60,0,0.39133493546714,7.07737076554519,7.41442195599109,3.69107637470309,NaN,NaN,NaN,NaN,NaN,NaN,29.3923362905771,0.00145911381004028,1,1,challenger,acquisition,0.011469
WELDEDBEAM,4,1,2026073201,2026073301,61,0,0.207663540559889,9.91231397575129,7.22407978479426,4.05783266466825,NaN,NaN,NaN,NaN,NaN,NaN,30.4045748835456,0.00143493542974968,1,1,primary,acquisition,0.0125936
WELDEDBEAM,4,1,2026073201,2026073301,62,0,0.397553816833876,9.36895358296625,4.09117612904216,4.77323991711051,NaN,NaN,NaN,NaN,NaN,NaN,18.6324643371145,0.00671608679540594,1,1,primary,acquisition,0.0124176
WELDEDBEAM,4,1,2026073201,2026073301,63,0,0.21525922833386,6.63949398281808,9.05525636266387,4.56310865578469,NaN,NaN,NaN,NaN,NaN,NaN,46.1716609584857,0.000647904555441258,1,1,primary,acquisition,0.0135614
WELDEDBEAM,4,1,2026073201,2026073301,64,0,1.03646319374719,4.92058112674008,9.41432891420323,4.31896982870898,NaN,NaN,NaN,NaN,NaN,NaN,51.6416853417048,0.000609152206258284,1,1,primary,acquisition,0.0120363
WELDEDBEAM,4,1,2026073201,2026073301,65,0,0.354041747548713,9.19982786040915,3.58408111498037,0.144598167047656,NaN,NaN,NaN,NaN,NaN,NaN,1.71233004050791,0.329744694080681,0,0,challenger,acquisition,0.0122591
WELDEDBEAM,4,1,2026073201,2026073301,66,0,1.72993909671348,3.85162652764164,5.91706131765737,2.33498585227812,NaN,NaN,NaN,NaN,NaN,NaN,25.9725551153563,0.00453807460187829,1,1,primary,acquisition,0.0167609
WELDEDBEAM,4,1,2026073201,2026073301,67,0,0.518785544533675,6.86449641653662,2.8288642251665,4.50508521061875,NaN,NaN,NaN,NaN,NaN,NaN,12.3591832951699,0.0215245843552388,1,1,primary,acquisition,0.0121468
WELDEDBEAM,4,1,2026073201,2026073301,68,0,0.304670868773793,8.82300257447904,3.78475899447105,4.98980754902691,NaN,NaN,NaN,NaN,NaN,NaN,17.0634066389511,0.00811475867844803,1,1,primary,acquisition,0.0114815
WELDEDBEAM,4,1,2026073201,2026073301,69,0,1.19993571271461,5.49214026752051,7.09316014468261,2.64632727697943,NaN,NaN,NaN,NaN,NaN,NaN,27.7843439512284,0.00232440202544026,1,1,challenger,acquisition,0.0106683
WELDEDBEAM,4,1,2026073201,2026073301,70,0,1.0519021747617,3.41645960343278,7.74713437188193,3.38265327341046,NaN,NaN,NaN,NaN,NaN,NaN,31.5941545881381,0.00139570406533586,1,1,challenger,acquisition,0.0123258
WELDEDBEAM,4,1,2026073201,2026073301,71,0,0.721289040074879,2.59580716727684,5.10154121266221,3.90383595528511,NaN,NaN,NaN,NaN,NaN,NaN,19.793821934143,0.00423524302606882,1,1,primary,acquisition,0.0131894
WELDEDBEAM,4,1,2026073201,2026073301,72,0,0.266993179955926,9.72563055217715,6.57817519991574,2.04432932818017,NaN,NaN,NaN,NaN,NaN,NaN,14.0795821912887,0.00377230610656571,1,1,primary,acquisition,0.0135592
WELDEDBEAM,4,1,2026073201,2026073301,73,0,0.478941791763794,5.19035164111181,7.5632872696151,3.07385549522747,NaN,NaN,NaN,NaN,NaN,NaN,25.4334276717066,0.00165066467992079,1,1,primary,acquisition,0.0120041
WELDEDBEAM,4,1,2026073201,2026073301,74,0,1.49362900568956,2.27918750065704,5.52721302629555,4.53771306255522,NaN,NaN,NaN,NaN,NaN,NaN,29.1794851494138,0.00286495928315545,1,1,primary,acquisition,0.0170485
WELDEDBEAM,4,1,2026073201,2026073301,75,0,0.751566849460858,9.44090661943372,4.03596613222457,2.36208567806119,NaN,NaN,NaN,NaN,NaN,NaN,14.1632521614903,0.0141363050407651,1,1,primary,acquisition,0.011965
WELDEDBEAM,4,1,2026073201,2026073301,76,0,1.31906466890886,9.65723770948698,5.85296586118114,2.3478722689931,NaN,NaN,NaN,NaN,NaN,NaN,31.6877277662157,0.0046630669908832,1,1,primary,acquisition,0.0127975
WELDEDBEAM,4,1,2026073201,2026073301,77,0,0.404306936910084,9.99157654938404,9.82471287541408,2.94841356329198,NaN,NaN,NaN,NaN,NaN,NaN,35.0068224687627,0.000785102015676443,1,1,primary,acquisition,0.0136806
WELDEDBEAM,4,1,2026073201,2026073301,78,0,0.710619390041513,6.75945542936841,9.80572065301654,2.46775909460437,NaN,NaN,NaN,NaN,NaN,NaN,31.4847896183811,0.000943480182558627,1,1,primary,acquisition,0.0124176
WELDEDBEAM,4,1,2026073201,2026073301,79,0,1.24116150808117,3.09329382579054,4.26775043152133,4.18113120600027,NaN,NaN,NaN,NaN,NaN,NaN,20.9465490149199,0.00675434520593613,1,1,primary,acquisition,0.0122251
WELDEDBEAM,4,1,2026073201,2026073301,80,0,0.62883443803172,9.01184577218332,8.12885484352096,4.91934755627551,NaN,NaN,NaN,NaN,NaN,NaN,46.5094191449659,0.000830765555218278,1,1,challenger,acquisition,0.0132684
WELDEDBEAM,4,1,2026073201,2026073301,81,0,1.25743058302644,4.19679424089964,9.90095056665382,1.45447306073125,NaN,NaN,NaN,NaN,NaN,NaN,23.8894686036765,0.00155502628959648,1,1,primary,acquisition,0.0122708
WELDEDBEAM,4,1,2026073201,2026073301,82,0,1.03405735352949,2.15588295412871,9.60780065644889,4.75058704726977,NaN,NaN,NaN,NaN,NaN,NaN,54.3862723215308,0.000521020561542867,1,1,primary,acquisition,0.0135299
WELDEDBEAM,4,1,2026073201,2026073301,83,0,1.685672526124,5.06691442067722,1.93821628662701,3.77901044282447,NaN,NaN,NaN,NaN,NaN,NaN,21.5215344228638,0.0797791282138664,0,0,primary,acquisition,0.0150394
WELDEDBEAM,4,1,2026073201,2026073301,84,0,1.24894553698361,4.92979878429566,9.61170077275694,0.917432235973463,NaN,NaN,NaN,NaN,NaN,NaN,18.5120028083406,0.00269463143492174,0,0,primary,acquisition,0.01334
WELDEDBEAM,4,1,2026073201,2026073301,85,0,0.128634988555026,9.64227084292069,9.98351827031317,4.69763905295981,NaN,NaN,NaN,NaN,NaN,NaN,54.2904902115233,0.000469616771485278,1,1,primary,acquisition,0.013473
WELDEDBEAM,4,1,2026073201,2026073301,86,0,1.40676309563717,9.92759770079802,1.1325405233859,2.50322572994773,NaN,NaN,NaN,NaN,NaN,NaN,23.7676890550889,0.603688396795274,0,0,primary,acquisition,0.0171389
WELDEDBEAM,4,1,2026073201,2026073301,87,0,2.51031384845598,3.29159872444658,3.4521694632944,4.90765851684936,NaN,NaN,NaN,NaN,NaN,NaN,37.1395092322162,0.0108723503345329,1,1,challenger,acquisition,0.0178663
WELDEDBEAM,4,1,2026073201,2026073301,88,0,1.93204870737086,1.52297146447893,7.7170703899284,3.8539287988178,NaN,NaN,NaN,NaN,NaN,NaN,37.3539232718573,0.00123940436796171,1,1,primary,acquisition,0.0194775
WELDEDBEAM,4,1,2026073201,2026073301,89,0,0.254375661523284,8.3659813004444,8.14715342279648,1.36888946437166,NaN,NaN,NaN,NaN,NaN,NaN,12.4810604634009,0.00296543240269032,1,1,primary,acquisition,0.0173106
WELDEDBEAM,4,1,2026073201,2026073301,90,0,0.987107094675471,5.42068639549522,4.40639263544135,3.03022675223517,NaN,NaN,NaN,NaN,NaN,NaN,17.658812937086,0.00846738657625903,1,1,challenger,acquisition,0.0181261
WELDEDBEAM,4,1,2026073201,2026073301,91,0,0.413523586842682,2.54598758345907,5.64451995221046,4.24333951036849,NaN,NaN,NaN,NaN,NaN,NaN,23.1175752836343,0.00287663841202467,0,0,primary,acquisition,0.0198891
WELDEDBEAM,4,1,2026073201,2026073301,92,0,4.99374300153464,0.866272341476799,9.84588514682975,2.35688895590677,NaN,NaN,NaN,NaN,NaN,NaN,50.486775577136,0.000975822160500422,0,0,primary,acquisition,0.0187021
WELDEDBEAM,4,1,2026073201,2026073301,93,0,0.456031926137296,9.97376632120908,8.35770892831199,1.7237270609992,NaN,NaN,NaN,NaN,NaN,NaN,17.7873412780152,0.00218144299340958,1,1,challenger,acquisition,0.020317
WELDEDBEAM,4,1,2026073201,2026073301,94,0,0.950343049805852,9.13798192504862,8.63232937381625,1.86963800822608,NaN,NaN,NaN,NaN,NaN,NaN,26.6903273192796,0.00182529286897099,1,1,primary,acquisition,0.0181963
WELDEDBEAM,4,1,2026073201,2026073301,95,0,4.06891745201915,0.695535033012117,9.72316258660477,4.99336950852619,NaN,NaN,NaN,NaN,NaN,NaN,68.1337964342718,0.00047825304668682,1,1,primary,acquisition,0.0172013
WELDEDBEAM,4,1,2026073201,2026073301,96,0,1.17229799662618,8.43463548617396,4.85687805927305,2.74142190789083,NaN,NaN,NaN,NaN,NaN,NaN,24.8845278746711,0.00698918627440962,1,1,primary,acquisition,0.0201915
WELDEDBEAM,4,1,2026073201,2026073301,97,0,2.89353680840989,1.30851476104624,9.10198861004828,4.291319867382,NaN,NaN,NaN,NaN,NaN,NaN,55.514984506652,0.000678382043222211,1,1,primary,acquisition,0.0188838
WELDEDBEAM,4,1,2026073201,2026073301,98,0,0.236223148710603,5.67734012874535,8.49927296705634,1.72364083693406,NaN,NaN,NaN,NaN,NaN,NaN,16.2073909442044,0.00207434976557841,1,1,challenger,acquisition,0.0189832
WELDEDBEAM,4,1,2026073201,2026073301,99,0,0.214343761297819,9.61425755920033,8.04863667224932,1.19966787272009,NaN,NaN,NaN,NaN,NaN,NaN,10.7303314404522,0.00350950686382092,1,1,primary,acquisition,0.0172151
WELDEDBEAM,4,1,2026073201,2026073301,100,0,0.834521966977189,8.94281340296818,9.67737465673232,1.15309467827135,NaN,NaN,NaN,NaN,NaN,NaN,19.5914941353583,0.00210056662723856,1,1,primary,acquisition,0.0202263
WELDEDBEAM,4,1,2026073201,2026073301,101,0,0.616569337933691,9.89036938471688,6.72546704437697,2.57041573994035,NaN,NaN,NaN,NaN,NaN,NaN,21.3907514482784,0.00280739405087899,1,1,primary,acquisition,0.0202954
WELDEDBEAM,4,1,2026073201,2026073301,102,0,1.85794553878134,3.62316315452255,5.57196197212175,3.48645197311808,NaN,NaN,NaN,NaN,NaN,NaN,32.1086453428424,0.00363970324349703,1,1,primary,acquisition,0.0187416
WELDEDBEAM,4,1,2026073201,2026073301,103,0,0.665008463321599,6.29373907697969,7.95608916565996,4.23677041104272,NaN,NaN,NaN,NaN,NaN,NaN,38.680902619845,0.00102882199052863,1,1,challenger,acquisition,0.0191198
WELDEDBEAM,4,1,2026073201,2026073301,104,0,2.26877710763358,2.69764008726485,4.97434067256275,4.15808691295907,NaN,NaN,NaN,NaN,NaN,NaN,34.2209350227824,0.00428917687811438,1,1,challenger,acquisition,0.0181181
WELDEDBEAM,4,1,2026073201,2026073301,105,0,2.98943084302632,6.02505791278548,0.374834807662088,4.92826314386434,NaN,NaN,NaN,NaN,NaN,NaN,60.7596655890747,8.45785947906881,0,0,primary,acquisition,0.0178913
WELDEDBEAM,4,1,2026073201,2026073301,106,0,1.181273288674,1.5225623960377,3.43434095446835,4.9765394911975,NaN,NaN,NaN,NaN,NaN,NaN,16.6825238197922,0.0108897124663643,0,0,primary,acquisition,0.0194247
WELDEDBEAM,4,1,2026073201,2026073301,107,0,0.278427973122255,6.9611880377427,6.76175544092969,4.72363366256184,NaN,NaN,NaN,NaN,NaN,NaN,32.4994149253518,0.0015032094857748,1,1,primary,acquisition,0.0189763
WELDEDBEAM,4,1,2026073201,2026073301,108,0,0.19147438022156,9.39604367086429,6.07598050513726,0.781123656161181,NaN,NaN,NaN,NaN,NaN,NaN,4.96459136318232,0.0125286762888331,1,1,primary,acquisition,0.0197997
WELDEDBEAM,4,1,2026073201,2026073301,109,0,1.44385498150174,0.911374154499752,8.42010413426676,4.05449738868536,NaN,NaN,NaN,NaN,NaN,NaN,38.9226058403066,0.000906952790106517,1,1,primary,acquisition,0.0188314
WELDEDBEAM,4,1,2026073201,2026073301,110,0,0.516657360929461,9.74425507392401,6.43095206011506,0.696427049453852,NaN,NaN,NaN,NaN,NaN,NaN,7.27569190343079,0.0118514816042741,1,1,primary,acquisition,0.0201954
WELDEDBEAM,4,1,2026073201,2026073301,111,0,0.423632779898695,9.70922046845951,5.92817102364972,0.186046704413299,NaN,NaN,NaN,NaN,NaN,NaN,2.98233100665533,0.0566356566021749,0,0,challenger,acquisition,0.0178974
WELDEDBEAM,4,1,2026073201,2026073301,112,0,0.79133635618762,8.91384784447639,9.72017828607461,3.33687069354121,NaN,NaN,NaN,NaN,NaN,NaN,43.1805336273342,0.000716328159531079,1,1,primary,acquisition,0.0181744
WELDEDBEAM,4,1,2026073201,2026073301,113,0,2.08304898118057,2.54356758143823,9.99777450977764,2.59813652009047,NaN,NaN,NaN,NaN,NaN,NaN,42.1821033732385,0.000845477616145616,1,1,primary,acquisition,0.0178111
WELDEDBEAM,4,1,2026073201,2026073301,114,0,0.825636092118793,9.1756939433374,9.87136655750024,1.8769307592841,NaN,NaN,NaN,NaN,NaN,NaN,28.1881459783268,0.00121588921223734,1,1,primary,acquisition,0.0166579
WELDEDBEAM,4,1,2026073201,2026073301,115,0,1.16860677105189,7.49219173955633,2.65978333904432,4.80770757378313,NaN,NaN,NaN,NaN,NaN,NaN,21.5521836106154,0.0242659481997101,1,1,challenger,acquisition,0.0167684
WELDEDBEAM,4,1,2026073201,2026073301,116,0,0.687097716546071,5.58331592652513,2.9522288339596,2.41136604508436,NaN,NaN,NaN,NaN,NaN,NaN,8.71788413192283,0.0353802502137734,1,1,primary,acquisition,0.0191447
